ID;Наименование;МКБ-10;Возрастная категория;Разработчик;Статус одобрения НПС;Дата размещения;Статус применения
688_2;Открытая рана запястья и кисти;S61.0, S61.1, S61.7, S61.8, S61.9, T01.2, T92.0;Взрослые, дети;Ассоциация травматологов-ортопедов России;Да;18.12.2024;Применяется
843_1;Глаукомы вторичные;H40.3, H40.4, H40.5, H40.8, H40.9, H42.8;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация ""Российское общество офтальмологов-глаукоматологов""";Да;17.12.2024;Применяется
704_2;Болезнь Шёйермана;M40.0, M40.1, M40.2, M42.0, Q76.4, Q77.8;Взрослые, дети;"Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Российская ассоциация хирургов-вертебрологов";Да;17.12.2024;Применяется
841_1;Гестационный сахарный диабет;O24.0, O24.1, O24.3, O24.4, O24.9;Взрослые, дети;Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов;Да;17.12.2024;Применяется
603_3;Хроническая обструктивная болезнь легких ;J44, Z57.2, Z57.3, Z57.4, Z57.5;Взрослые;"Ассоциация врачей и специалистов медицины труда, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское респираторное общество";Да;17.12.2024;Применяется
131_2;Острые миелоидные лейкозы;C92.0, C92.3, C92.5, C92.6, C92.7, C92.8, C92.9, C93.0, C94.0, C94.2, C94.7, C95.0;Взрослые;"Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество""";Да;17.12.2024;Применяется
43_2;Открытый артериальный проток (ОАП);Q25.0;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  ";Да;17.12.2024;Применяется
535_2;Рак носоглотки;C11;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";Да;16.12.2024;Применяется
266_2;Солитарная (экстрамедуллярная) плазмоцитома;C90.2, C90.3;Взрослые;"Ассоциация онкологов России, Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество"", Региональная общественная организация ""Общество онкогематологов""";Да;13.12.2024;Применяется
592_3;Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Пагубное (с вредными последствиями) употребление;F10.1, F11.1, F12.1, F13.1, F14.1, F15.1, F16.1, F17.1, F18.1, F19.1;Взрослые;"Общественная организация ""Российское общество психиатров""";Да;13.12.2024;Применяется
273_5;Хронический панкреатит;K86.0, K86.1, K86.2, K86.3, K86.8, K90.3;Взрослые;"Общероссийская общественная организация ""Российское общество хирургов"", Российская Гастроэнтерологическая Ассоциация, Международная общественная организация ""Ассоциация хирургов-гепатологов"", Ассоциация ""Эндоскопическое общество ""РЭндО"", Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""";Да;13.12.2024;Применяется
838_1;Вирусные пневмонии ;J12, J12.0, J12.1, J12.2, J12.3, J12.8, J12.9;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ), Межрегиональная ассоциация специалистов респираторной медицины (МАСРМ)";Да;12.12.2024;Применяется
281_3;Инфекция мочевых путей;N10, N11, N13.6, N15.1, N30, N30.0, N30.1, N30.9, N39.0;Дети;Союз педиатров России, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Творческое объединение детских нефрологов;Да;12.12.2024;Применяется
840_1;Врожденная диафрагмальная грыжа;K44.0, K44.1, K44.9, Q40.1, Q79.0, Q79.1;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";Да;12.12.2024;Применяется
836_1;Киста почки у детей;N28.1, Q61.0;Дети;Союз педиатров России, Ассоциация специалистов детских урологов-андрологов;Да;11.12.2024;Применяется
837_1;Гастрит и дуоденит у детей;K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8;Дети;"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";Да;11.12.2024;Применяется
839_1;Лямблиоз у детей и взрослых ;A07.1;Взрослые, дети;Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ);Да;11.12.2024;Применяется
587_2;Почечная колика;N13.2, N23;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";Да;09.12.2024;Применяется
327_3;Острая неопухолевая кишечная непроходимость;K31.5, K45, K46, K56.0, K56.1, K56.2, K56.3, K56.4, K56.5, K56.6, K56.7;Взрослые;"Общероссийская общественная организация ""Российское общество хирургов""";Да;06.12.2024;Применяется
835_1;Энурез;F98.0, G96.8, N31.9, N39, N39.3, N39.4, N39.8, N39.9, R32;Дети;Союз педиатров России, Национальная ассоциация детских реабилитологов;Да;06.12.2024;Применяется
834_1;Болезнь Гоше;E75.2;Взрослые;"Ассоциация травматологов-ортопедов России, Национальное гематологическое общество, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  , Российское общество детских онкологов и гематологов";Да;05.12.2024;Применяется
541_2;Неэпителиальные опухоли яичников;C56;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;Да;04.12.2024;Применяется
237_6;Рак пищевода и кардии;C15, C16.0;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация ""Российское общество онкопатологов""";Да;04.12.2024;Применяется
618_3;Забрюшинные неорганные саркомы;C48.0, C48.8;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»;Да;03.12.2024;Применяется
76_2;Саркомы мягких тканей;C22.4, C48.0, C49.0, C49.1, C49.2, C49.3, C49.4, C49.5, C49.6, C49.8, C49.9, C76.3;Дети;Российское общество детских онкологов и гематологов;Да;03.12.2024;Применяется
584_2;Герминогенные опухоли у мужчин;C38.1, C38.2, C38.3, C38.8, C48.0, C48.8, C62.0, C62.1, C62.9, D40.1;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация ""Российское общество онкопатологов""";Да;02.12.2024;Применяется
501_2;Рак вульвы;C51, D07.1;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;Да;02.12.2024;Применяется
602_2;Синдром гипоплазии левых отделов сердца ;Q23.4;Дети;"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  , Национальная ассоциация экспертов по санаторно-курортному лечению";Да;29.11.2024;Применяется
580_3;Желчнокаменная болезнь;K80, K81.1, K82.8, K83.0, K83.8, K83.9;Дети;"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Национальная ассоциация экспертов по санаторно-курортному лечению";Да;29.11.2024;Применяется
67_2;Злокачественные новообразования почек, почечных лоханок, мочеточника, других и неуточненных мочевых органов;C64, C65, C66, C68;Дети;Российское общество детских онкологов и гематологов;Да;29.11.2024;Применяется
833_1;Дисменорея;N94.0, N94.4, N94.5, N94.6, N94.8;Взрослые, дети;Российское общество акушеров-гинекологов;Да;28.11.2024;Применяется
121_2;Апластическая анемия;D61.1, D61.3, D61.8, D61.9;Взрослые;Национальное гематологическое общество;Да;28.11.2024;Применяется
642_2;Внематочная (эктопическая) беременность;O00, O08;Взрослые;"Российское общество акушеров-гинекологов, Ассоциация акушерских анестезиологов-реаниматологов
";Да;28.11.2024;Применяется
831_1;Воспалительные поражения позвоночника;A18.0, A23, B67.2, B67.6, M46.1, M46.2, M46.3, M46.4, M46.5, M46.8, M46.9, M49.0, M49.2, M49.3, M86.3, Y83.8, Y83.9;Взрослые;"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов», Национальная ассоциация фтизиатров (НАФ), Российская ассоциация фтизиатров (РОФ)";Да;28.11.2024;Применяется
830_1;Перерыв дуги аорты. Двойная дуга аорты;Q25.4;Дети;"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению";Да;27.11.2024;Применяется
829_1;Аномалия развития коронарных сосудов;Q24.5;Дети;"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  , Национальная ассоциация экспертов по санаторно-курортному лечению";Да;27.11.2024;Применяется
828_1;Грыжи передней брюшной стенки;K40.0, K40.1, K40.2, K40.3, K40.4, K40.9, K42.0, K42.1, K42.9, K43.6, K43.7, K43.9;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";Да;27.11.2024;Применяется
536_3;Витамин-В12-дефицитная анемия;D51.0, D51.1, D51.3, D51.8, D51.9, D53.1;Взрослые, дети;"Национальное гематологическое общество, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров», РОО «Общество специалистов по нервно-мышечным заболеваниям»
, Российское общество детских онкологов и гематологов";Да;27.11.2024;Применяется
540_3;Фолиеводефицитная анемия;D52;Взрослые, дети;"Национальное гематологическое общество, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское общество детских онкологов и гематологов";Да;27.11.2024;Применяется
145_3;Острые порфирии;E80.2;Взрослые, дети;"Национальное гематологическое общество, РОО «Общество специалистов по нервно-мышечным заболеваниям»
, Российское общество детских онкологов и гематологов";Да;27.11.2024;Применяется
827_1;Макроглобулинемия Вальденстрема;C88.0;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»;Да;26.11.2024;Применяется
130_2;Волосатоклеточный лейкоз;C91.4;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»;Да;26.11.2024;Применяется
825_1;Норовирусный гастроэнтерит у детей ;A08.1;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""";Да;26.11.2024;Применяется
543_3;Серповидно-клеточные нарушения;D57;Взрослые, дети;Национальное гематологическое общество, Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Российское общество детских онкологов и гематологов;Да;26.11.2024;Применяется
826_1;Дегенеративные заболевания позвоночника;G58.0, M19.8, M41.5, M42.1, M42.9, M43.1, M43.8, M46.0, M46.1, M47.0, M47.1, M47.2, M48.0, M50.0, M50.1, M50.2, M50.3, M50.8, M50.9, M51.0, M51.1, M51.2, M51.3, M53.0, M53.1, M53.2, M53.3, M53.8, M54.1, M54.2, M54.3, M54.4, M54.5, M54.6, M54.8, M54.9, M96.4, M96.8, M96.9, M99.4, M99.5, M99.6, M99.7, S33.6;Взрослые, дети;"Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов», Некоммерческая организация «Ассоциация интервенционного лечения боли»";Да;26.11.2024;Применяется
824_1;Хронический вирусный гепатит С (ХВГС) у детей;B18.2;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Российское общество детских гастроэнтерологов, гепатологов и нутрициологов";Да;25.11.2024;Применяется
157_5;Острый инфаркт миокарда с подъемом сегмента ST электрокардиограммы;I21.0, I21.1, I21.2, I21.3, I21.9, I22.0, I22.1, I22.8, I22.9, I24.0, I24.8, I24.9;Взрослые;Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Общероссийская общественная организация «Российское общество скорой медицинской помощи»;Да;25.11.2024;Применяется
703_2;Сальмонеллез у детей;A02.0, A02.1, A02.2, A02.8, A02.9;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""";Да;25.11.2024;Применяется
821_1;Химический ожог пищевода;T28.5, T28.6, T28.7;Взрослые, дети;"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Общероссийская общественная организация ""Российское общество хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Региональная Общественная организация ""Национальное общество Торакальных Хирургов""";Да;25.11.2024;Применяется
656_2;Эмфизема легких;J43;Взрослые;Российское респираторное общество;Да;25.11.2024;Применяется
284_2;Катаракта старческая;H25.0, H25.1, H25.2, H25.8, H25.9;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»";Да;25.11.2024;Применяется
820_1;Аномалии объема  амниотической жидкости (многоводие, маловодие);O40, O41, O41.0, O41.8, O41.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;25.11.2024;Применяется
822_1;Аномалии родовой деятельности;O62, O63, O75.8;Взрослые, дети;Российское общество акушеров-гинекологов;Да;25.11.2024;Применяется
823_1;Медицинская помощь матери при установленных или предполагаемых аномалиях и повреждениях плода, и антенатальной гибели плода ;O35, O36.4, O83.4;Взрослые, дети;Российское общество акушеров-гинекологов;Да;25.11.2024;Применяется
7_2;Мочекаменная болезнь;N20, N20.0, N20.1, N20.2, N20.9;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";Да;22.11.2024;Применяется
267_2;Наследственный ангиоотёк;D84.1;Взрослые, дети;Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Ассоциация медицинских генетиков, Национальная Ассоциация Экспертов в области Первичных Иммунодефицитов;Да;22.11.2024;Применяется
819_1;Холецистит;K81;Взрослые;"Общероссийская общественная организация ""Российское общество хирургов"", Российская Гастроэнтерологическая Ассоциация";Да;22.11.2024;Применяется
112_2;Врожденная глаукома;Q15.0;Дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»";Да;21.11.2024;Применяется
68_2;Гепатобластома;C22.2, D13.4;Дети;Российское общество детских онкологов и гематологов;Да;21.11.2024;Применяется
817_1;Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ [алкоголя, каннабиноидов, седативных и снотворных веществ, кокаина, других стимуляторов (кроме кофеина), галлюциногенов и нескольких психоактивных веществ]  Психотическое расстройство;F10.5, F12.5, F13.5, F14.5, F15.5, F16.5, F19.5;Взрослые, дети;"Общественная организация ""Российское общество психиатров""";Да;21.11.2024;Применяется
170_3;Специфические расстройства развития речи у детей;F80.0, F80.1, F80.2, F80.8;Дети;"Общественная организация ""Российское общество психиатров""";Да;21.11.2024;Применяется
816_1;Гломерулярные болезни: фокально-сегментарный гломерулосклероз;N00.1, N01.1, N02.1, N03.1, N04.1, N05.1, N06.1, N07.1, N18.1, N18.2, N18.3, N18.4, N18.5, N18.9;Взрослые;Национальная Ассоциация нефрологов;Да;21.11.2024;Применяется
818_1;Вторичная глаукома ;H40.3, H40.4, H40.5, H40.6, H40.8, H40.9, H42.8;Дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»";Да;21.11.2024;Применяется
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";Да;20.11.2024;Применяется
815_1;Травма носа;S00.3, S01.2, S02.2, S02.2, S02.2;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;20.11.2024;Применяется
683_2;Хронический тонзиллит;J31.2, J35.0, J35.8, J35.9;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;20.11.2024;Применяется
664_2;Паратонзиллярный абсцесс;J36, J39.0, J39.1;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;20.11.2024;Применяется
469_3;Хроническая болезнь почек (ХБП);D63.8, E21.1, E43, E44, E83.3, E83.5, E83.8, E87.2, E87.5, E89.2, N15.9, N18.1, N18.2, N18.3, N18.4, N18.5, N18.9, N19, N25.0, Z49.0, Z49.1, Z49.2;Взрослые;Национальная Ассоциация нефрологов;Да;19.11.2024;Применяется
813_1;Травма гортани;R04.1, S10.0, S10.1, S11.0;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;19.11.2024;Применяется
811_1;Прочие первичные грыжи брюшной стенки;K42.0, K42.1, K42.9, K43.6, K43.7, K43.9;Взрослые;"Общероссийская общественная организация ""Российское общество хирургов"", Всероссийская общественная организация ""Общество герниологов""";Да;18.11.2024;Применяется
812_1;Травма уха;S00.4, S01.3, S09.2;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;18.11.2024;Применяется
169_2;Мигрень;G43.0, G43.1, G43.2, G43.3, G43.8, G43.9, G44.0, G44.1, G44.4;Дети;Всероссийское общество неврологов, Ассоциация Здоровье детей, Российское межрегиональное общество по изучению боли (РОИБ);Да;15.11.2024;Применяется
809_1;Вывих шейного позвонка;S10.8, S12.0, S12.1, S12.2, S12.7, S13.0, S13.1, S13.3, S13.4, S14.0;Взрослые, дети;"Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Российская ассоциация хирургов-вертебрологов";Да;15.11.2024;Применяется
359_3;Бронхиальная астма;J45, J45.0, J45.1, J45.8, J45.9, J46, Z57.2, Z57.3, Z57.4, Z57.5;Взрослые, дети;Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Ассоциация врачей и специалистов медицины труда, Российское респираторное общество;Да;15.11.2024;Применяется
810_1;Головная боль напряжения;G44, G44.2, G44.3, G44.8, G90.8;Дети;"Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России""";Да;15.11.2024;Применяется
663_2;Наружные отиты;H60.0, H60.1, H60.2, H60.3, H60.4, H60.5, H60.8, H60.9, H61.0, H61.8, H61.9, H62.0, H62.1, H62.3, H62.4, H62.8;Взрослые;Национальная медицинская ассоциация оториноларингологов;Да;13.11.2024;Применяется
606_3;Системная красная волчанка;M32, M32.0, M32.1, M32.8, M32.9;Дети;Ассоциация детских ревматологов;Да;12.11.2024;Применяется
808_1;Плазмоклеточный лейкоз;C90.1;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»;Да;11.11.2024;Применяется
39_3;Тетрада Фалло;Q21.3;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Национальная курортная ассоциация";Да;08.11.2024;Применяется
35_2;Дискордантное предсердно-желудочковое соединение ;Q20.5, Q20.8;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Национальная ассоциация экспертов по санаторно-курортному лечению";Да;07.11.2024;Применяется
807_1;Транспозиция магистральных артерий;Q20.3;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  , Национальная ассоциация экспертов по санаторно-курортному лечению";Да;07.11.2024;Применяется
805_1;Амиодарон-индуцированная дисфункция щитовидной железы;E03.2, E05.8;Взрослые;Общероссийская общественная организация «Российское кардиологическое общество», Российская ассоциация эндокринологов, Ассоциации эндокринных хирургов;Да;06.11.2024;Применяется
563_2;Корь;B05.9;Взрослые, дети;"Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";Да;06.11.2024;Применяется
806_1;Дефект межжелудочковой перегородки ;I27.8, Q21.0;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""  ";Да;06.11.2024;Применяется
448_4;Перелом (вывих) грудного и пояснично-крестцового отдела позвоночника;M48.3, S22.0, S22.1, S23, S23.0, S23.1, S23.3, S24, S24.0, S24.1, S24.2, S32, S32.0, S32.1, S32.2, S33, S33.0, S33.1, S33.2, S33.3, S34, S34.0, S34.1, S34.2, S34.3, T91.1;Взрослые, дети;"Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Российская ассоциация хирургов-вертебрологов";Да;05.11.2024;Применяется
136_2;Лимфома из клеток мантии;C83.1, C85.1;Взрослые;"Ассоциация онкологов России, Российское профессиональное общество онкогематологов, Некоммерческое партнерство содействия развитию гематологии и трансплантологии костного мозга ""Национальное гематологическое общество""
";Да;05.11.2024;Применяется
804_1;Приобретенная чистая красноклеточная аплазия (эритробластопения);D60.0, D60.1, D60.8, D60.9;Взрослые, дети;Национальное гематологическое общество, Национальное общество детских гематологов, онкологов;Да;05.11.2024;Применяется
803_1;Стриктура уретры у детей;N35.0, N35.1, N35.8, N35.9, N99.1, Q64.3;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";Да;02.11.2024;Применяется
63_2;Кишечная инвагинация у детей;K56.1;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";Да;02.11.2024;Применяется
680_2;Варикозное расширение вен нижних конечностей;I83, I83.0, I83.1, I83.2, I83.9;Взрослые;"Ассоциация сердечно-сосудистых хирургов России, Ассоциация флебологов России, Российское общество ангиологов и сосудистых хирургов, Общероссийская общественная организация ""Российское общество хирургов"", Национальная ассоциация экспертов по санаторно-курортному лечению";Да;02.11.2024;Применяется
14_3;Цистит у женщин;N30.0, N30.1, N30.2;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";Да;02.11.2024;Применяется
668_2;Флебит и тромбофлебит поверхностных сосудов ;I80.0, I80.8, I82.1, O22.2, O87.0;Взрослые;"Ассоциация сердечно-сосудистых хирургов России, Ассоциация флебологов России, Российское общество ангиологов и сосудистых хирургов, Общероссийская общественная организация ""Российское общество хирургов"", Национальная ассоциация экспертов по санаторно-курортному лечению, Национальная ассоциация специалистов по тромбозам, клинической гемостазиологии и гемореологии";Да;02.11.2024;Применяется
309_2;Острый ларингит;J04.0, J04.2;Взрослые, дети;Союз педиатров России, Национальная медицинская ассоциация оториноларингологов;Да;01.11.2024;Применяется
